ALL_SPECIES_REPORTED,ATLAS_BLOCK,BCR_CODE,COUNTRY,COUNTRY_CODE,COUNTY,COUNTY_CODE,DURATION_MINUTES,EFFORT_AREA_HA,EFFORT_DISTANCE_KM,GROUP_IDENTIFIER,IBA_CODE,LAST_EDITED_DATE,LATITUDE,LOCALITY,LOCALITY_ID,LOCALITY_TYPE,LONGITUDE,MONTH,NCBA_APPROVED,NCBA_BLOCK,NCBA_COMMENTS,NCBA_REVIEWED,NCBA_REVIEWER,NCBA_REVIEW_DATE,NUMBER_OBSERVERS,OBSERVATION_DATE,OBSERVER_ID,PROJECT_CODE,PROTOCOL_CODE,PROTOCOL_TYPE,SAMPLING_EVENT_IDENTIFIER,STATE,STATE_CODE,TIME_OBSERVATIONS_STARTED,TRIP_COMMENTS,USFWS_CODE,YEAR,_id
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,22:06.7,35.7880683,Edna Metz Wells Park,L1435480,H,-78.6551607,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/20/2021,obsr1826657,EBIRD,P20,Incidental,S81998835,North Carolina,US-NC,11:21:00,,,2021,S81998835
1,,29,United States,US,Wake,US-NC-183,20,0,0.757,,,43:56.8,35.7667941,Lake Raleigh,L876033,H,-78.6778808,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/27/2021,obsr1274411,EBIRD,P22,Traveling,S82454169,North Carolina,US-NC,16:22:00,,,2021,S82454169
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,52:50.3,35.7880683,Edna Metz Wells Park,L1435480,H,-78.6551607,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/3/2021,obsr1826657,EBIRD,P20,Incidental,S80363211,North Carolina,US-NC,11:52:00,,,2021,S80363211
1,,29,United States,US,Wake,US-NC-183,31,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/19/2021,obsr558431,EBIRD,P21,Stationary,S81931176,North Carolina,US-NC,9:18:00,,,2021,S81931176
1,,29,United States,US,Wake,US-NC-183,19,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/3/2021,obsr558431,EBIRD,P21,Stationary,S80356045,North Carolina,US-NC,9:16:00,,,2021,S80356045
1,,29,United States,US,Wake,US-NC-183,35,0,0,,,26:00.8,35.750524,My Backyard,L6729139,P,-78.627133,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/13/2021,obsr558431,EBIRD,P21,Stationary,S81086102,North Carolina,US-NC,8:47:00,,,2021,S81086102
0,,29,United States,US,Wake,US-NC-183,37,0,1.529,,,16:16.7,35.7841695,"Pullen Road, Raleigh, North Carolina, US (35.784, -78.664)",L13362879,P,-78.6635058,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/11/2021,obsr1887051,EBIRD,P22,Traveling,S80803114,North Carolina,US-NC,9:38:00,,,2021,S80803114
1,,29,United States,US,Wake,US-NC-183,33,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/15/2021,obsr558431,EBIRD,P21,Stationary,S81876185,North Carolina,US-NC,9:23:00,,,2021,S81876185
1,,29,United States,US,Wake,US-NC-183,71,0,0,,,01:51.2,35.766245,"1105 Spaulding St, Raleigh US-NC 35.76625, -78.62575",L13586315,P,-78.625746,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/12/2021,obsr1854699,EBIRD,P21,Stationary,S80953171,North Carolina,US-NC,12:28:00,,,2021,S80953171
1,,29,United States,US,Wake,US-NC-183,38,0,1.786,,,43:48.2,35.7814222,Pullen Park,L3581584,H,-78.66359,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/4/2021,obsr1887051,EBIRD,P22,Traveling,S80405989,North Carolina,US-NC,9:04:00,,,2021,S80405989
1,,29,United States,US,Wake,US-NC-183,31,0,0,,,44:35.6,35.7868337,"310 East Forest Drive, Raleigh, North Carolina, US (35.787, -78.655)",L13629001,P,-78.6553004,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/13/2021,obsr1887051,EBIRD,P21,Stationary,S81188714,North Carolina,US-NC,13:18:00,,,2021,S81188714
1,,29,United States,US,Wake,US-NC-183,5,0,0,G7089646,,05:18.7,35.79136,"830 Gaston Wood Ct, Raleigh US-NC 35.79136, -78.64965",L13578484,P,-78.649648,2,0,Raleigh West SE,0,0,EBD Upload,,2,2/12/2021,obsr2222817,EBIRD,P21,Stationary,S80912399,North Carolina,US-NC,10:30:00,,,2021,S80912399
1,,29,United States,US,Wake,US-NC-183,21,0,0,,,49:34.8,35.750524,My Backyard,L6729139,P,-78.627133,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/4/2021,obsr558431,EBIRD,P21,Stationary,S80592688,North Carolina,US-NC,10:54:00,,,2021,S80592688
1,,29,United States,US,Wake,US-NC-183,29,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/8/2021,obsr558431,EBIRD,P21,Stationary,S80719989,North Carolina,US-NC,11:11:00,,,2021,S80719989
1,,29,United States,US,Wake,US-NC-183,60,0,0,,,06:28.3,35.772049,Raleigh,L131236,T,-78.6386337,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/14/2021,obsr1534897,EBIRD,P21,Stationary,S81361466,North Carolina,US-NC,11:00:00,,,2021,S81361466
1,,29,United States,US,Wake,US-NC-183,16,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/20/2021,obsr558431,EBIRD,P21,Stationary,S82041838,North Carolina,US-NC,16:45:00,,,2021,S82041838
1,,29,United States,US,Wake,US-NC-183,27,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/9/2021,obsr558431,EBIRD,P21,Stationary,S80719636,North Carolina,US-NC,15:28:00,,,2021,S80719636
1,,29,United States,US,Wake,US-NC-183,19,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/5/2021,obsr558431,EBIRD,P21,Stationary,S80592734,North Carolina,US-NC,11:40:00,,,2021,S80592734
1,,29,United States,US,Wake,US-NC-183,27,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/17/2021,obsr558431,EBIRD,P21,Stationary,S81875947,North Carolina,US-NC,14:28:00,,,2021,S81875947
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,44:48.8,35.7880683,Edna Metz Wells Park,L1435480,H,-78.6551607,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/11/2021,obsr1826657,EBIRD,P20,Incidental,S80848621,North Carolina,US-NC,23:44:00,,,2021,S80848621
1,,29,United States,US,Wake,US-NC-183,20,0,0.356,,,31:49.9,35.7667941,Lake Raleigh,L876033,H,-78.6778808,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/13/2021,obsr189367,EBIRD,P22,Traveling,S81159513,North Carolina,US-NC,12:09:00,,,2021,S81159513
1,,29,United States,US,Wake,US-NC-183,29,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/11/2021,obsr558431,EBIRD,P21,Stationary,S81086351,North Carolina,US-NC,16:25:00,,,2021,S81086351
1,,29,United States,US,Wake,US-NC-183,23,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/14/2021,obsr558431,EBIRD,P21,Stationary,S81462926,North Carolina,US-NC,14:01:00,,,2021,S81462926
1,,29,United States,US,Wake,US-NC-183,41,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/2/2021,obsr558431,EBIRD,P21,Stationary,S80335220,North Carolina,US-NC,16:05:00,,,2021,S80335220
1,,29,United States,US,Wake,US-NC-183,35,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/21/2021,obsr558431,EBIRD,P21,Stationary,S82105695,North Carolina,US-NC,15:35:00,,,2021,S82105695
1,,29,United States,US,Wake,US-NC-183,7,0,0,,,14:14.5,35.7667941,Lake Raleigh,L876033,H,-78.6778808,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/8/2021,obsr228000,EBIRD,P21,Stationary,S80650486,North Carolina,US-NC,12:06:00,,,2021,S80650486
1,,29,United States,US,Wake,US-NC-183,15,0,0,,,51:27.6,35.7667941,Lake Raleigh,L876033,H,-78.6778808,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/13/2021,obsr490498,EBIRD,P21,Stationary,S81227249,North Carolina,US-NC,15:35:00,,,2021,S81227249
1,,29,United States,US,Wake,US-NC-183,85,0,9.189,,,03:39.7,35.7667941,Lake Raleigh,L876033,H,-78.6778808,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/16/2021,obsr1614793,EBIRD,P22,Traveling,S81762624,North Carolina,US-NC,14:38:00,,,2021,S81762624
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,44:59.6,35.766548,"NC State University, Raleigh US-NC 35.76655, -78.67470",L13778093,P,-78.674702,2,0,Raleigh West SE,0,0,EBD Upload,,2,2/20/2021,obsr1793936,EBIRD,P20,Incidental,S82018554,North Carolina,US-NC,14:43:00,,,2021,S82018554
0,,29,United States,US,Wake,US-NC-183,10,0,0,,,11:44.8,35.7667941,Lake Raleigh,L876033,H,-78.6778808,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/27/2021,obsr2085791,EBIRD,P21,Stationary,S82461413,North Carolina,US-NC,18:00:00,,,2021,S82461413
1,,29,United States,US,Wake,US-NC-183,120,0,12.875,,,03:42.6,35.772049,Raleigh,L131236,T,-78.6386337,2,0,Raleigh West SE,0,0,EBD Upload,,2,2/14/2021,obsr1534897,EBIRD,P22,Traveling,S81360062,North Carolina,US-NC,9:00:00,,,2021,S81360062
1,,29,United States,US,Wake,US-NC-183,18,0,0,,,49:39.7,35.750524,My Backyard,L6729139,P,-78.627133,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/23/2021,obsr558431,EBIRD,P21,Stationary,S82231948,North Carolina,US-NC,17:29:00,,,2021,S82231948
1,,29,United States,US,Wake,US-NC-183,3,0,0,,,37:00.3,35.7667941,Lake Raleigh,L876033,H,-78.6778808,2,0,Raleigh West SE,0,0,EBD Upload,,2,2/20/2021,obsr1793936,EBIRD,P21,Stationary,S82017711,North Carolina,US-NC,14:33:00,,,2021,S82017711
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,48:45.0,35.7880683,Edna Metz Wells Park,L1435480,H,-78.6551607,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/16/2021,obsr1826657,EBIRD,P20,Incidental,S81771240,North Carolina,US-NC,17:48:00,,,2021,S81771240
1,,29,United States,US,Wake,US-NC-183,1,0,0,,,49:51.0,35.7711076,"118 East South Street, Raleigh, North Carolina, US (35.771, -78.638)",L8496855,P,-78.6380767,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/15/2021,obsr1207962,EBIRD,P21,Stationary,S81557377,North Carolina,US-NC,9:48:00,,,2021,S81557377
1,,29,United States,US,Wake,US-NC-183,6,0,0.354,,,15:28.1,35.7725186,"1 East South Street, Raleigh, North Carolina, US (35.773, -78.639)",L12017548,P,-78.6387359,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/10/2021,obsr1207962,EBIRD,P22,Traveling,S80758428,North Carolina,US-NC,12:08:00,,,2021,S80758428
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,21:58.5,35.7735815,Sams Backyard,L4321898,P,-78.6527649,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/10/2021,obsr408219,EBIRD,P20,Incidental,S80755112,North Carolina,US-NC,11:21:00,,,2021,S80755112
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,39:06.7,35.7735815,Sams Backyard,L4321898,P,-78.6527649,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/21/2021,obsr408219,EBIRD,P20,Incidental,S82113739,North Carolina,US-NC,17:30:00,,,2021,S82113739
0,,29,United States,US,Wake,US-NC-183,2,0,0.086,,,08:23.6,35.7880683,Edna Metz Wells Park,L1435480,H,-78.6551607,2,0,Raleigh West SE,0,0,EBD Upload,,1,2/24/2021,obsr1826657,EBIRD,P22,Traveling,S82252489,North Carolina,US-NC,8:05:00,,,2021,S82252489
1,,29,United States,US,Wake,US-NC-183,3,0,0,,,27:04.2,35.7596482,Walnut Creek Trail--Wetland Center,L2393358,H,-78.6259881,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/15/2021,obsr607529,EBIRD,P21,Stationary,S83462939,North Carolina,US-NC,14:23:00,,,2021,S83462939
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,01:26.0,35.7861221,North Carolina State University Campus,L6172792,H,-78.6714435,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/14/2021,obsr1274411,EBIRD,P20,Incidental,S83411847,North Carolina,US-NC,16:59:00,,,2021,S83411847
1,,29,United States,US,Wake,US-NC-183,92,0,4.071,,,29:07.0,35.7667941,Lake Raleigh,L876033,H,-78.6778808,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/13/2021,obsr1274411,EBIRD,P22,Traveling,S83299645,North Carolina,US-NC,7:56:00,,,2021,S83299645
1,,29,United States,US,Wake,US-NC-183,69,0,1.333,,,43:27.9,35.7814222,Pullen Park,L3581584,H,-78.66359,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/3/2021,obsr705646,EBIRD,P22,Traveling,S82692900,North Carolina,US-NC,13:32:00,,,2021,S82692900
1,,29,United States,US,Wake,US-NC-183,57,0,2.268,,,02:34.4,35.7667941,Lake Raleigh,L876033,H,-78.6778808,3,0,Raleigh West SE,0,0,EBD Upload,,2,3/21/2021,obsr282948,EBIRD,P22,Traveling,S83809411,North Carolina,US-NC,11:04:00,,,2021,S83809411
1,,29,United States,US,Wake,US-NC-183,48,0,2.849,,,44:24.8,35.7814222,Pullen Park,L3581584,H,-78.66359,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/6/2021,obsr1887051,EBIRD,P22,Traveling,S82859241,North Carolina,US-NC,10:05:00,,,2021,S82859241
1,,29,United States,US,Wake,US-NC-183,24,0,0,,,33:05.2,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/11/2021,obsr558431,EBIRD,P21,Stationary,S83208271,North Carolina,US-NC,16:07:00,,,2021,S83208271
1,,29,United States,US,Wake,US-NC-183,27,0,0,,,55:12.4,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/14/2021,obsr558431,EBIRD,P21,Stationary,S83420659,North Carolina,US-NC,17:07:00,,,2021,S83420659
1,,29,United States,US,Wake,US-NC-183,24,0,0,,,31:31.3,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/28/2021,obsr558431,EBIRD,P21,Stationary,S84555907,North Carolina,US-NC,15:56:00,,,2021,S84555907
1,,29,United States,US,Wake,US-NC-183,100,0,43.678,,,21:25.5,35.7667941,Lake Raleigh,L876033,H,-78.6778808,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/4/2021,obsr1321778,EBIRD,P22,Traveling,S82778818,North Carolina,US-NC,17:04:00,,,2021,S82778818
1,,29,United States,US,Wake,US-NC-183,34,0,0,,,02:48.0,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/30/2021,obsr558431,EBIRD,P21,Stationary,S84448945,North Carolina,US-NC,9:26:00,,,2021,S84448945
1,35078G6SE,29,United States,US,Wake,US-NC-183,35,0,0,,,35:16.8,35.7645278,State Farmers Market,L12139697,P,-78.6635995,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/5/2021,obsr1519781,EBIRD_ATL_NC,P21,Stationary,S82825068,North Carolina,US-NC,10:25:00,,,2021,S82825068
1,,29,United States,US,Wake,US-NC-183,16,0,0,,,14:15.2,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/19/2021,obsr558431,EBIRD,P21,Stationary,S83757724,North Carolina,US-NC,15:40:00,,,2021,S83757724
1,,29,United States,US,Wake,US-NC-183,17,0,0,,,30:57.4,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/26/2021,obsr558431,EBIRD,P21,Stationary,S84555866,North Carolina,US-NC,15:20:00,,,2021,S84555866
1,,29,United States,US,Wake,US-NC-183,29,0,0.594,,,17:08.5,35.7667941,Lake Raleigh,L876033,H,-78.6778808,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/21/2021,obsr1881000,EBIRD,P22,Traveling,S83802974,North Carolina,US-NC,10:27:00,,,2021,S83802974
1,,29,United States,US,Wake,US-NC-183,13,0,1.242,,,14:51.7,35.7861221,North Carolina State University Campus,L6172792,H,-78.6714435,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/10/2021,obsr282948,EBIRD,P22,Traveling,S83155995,North Carolina,US-NC,17:01:00,,,2021,S83155995
1,,29,United States,US,Wake,US-NC-183,73,0,3.108,,,23:32.4,35.773125,"Dorothea Dix Park, Raleigh US-NC 35.77313, -78.66439",L14084723,P,-78.664387,3,0,Raleigh West SE,0,0,EBD Upload,,2,3/19/2021,obsr1448158,EBIRD,P22,Traveling,S83696611,North Carolina,US-NC,18:09:00,,,2021,S83696611
1,,29,United States,US,Wake,US-NC-183,66,0,3.573,,,55:07.4,35.7861221,North Carolina State University Campus,L6172792,H,-78.6714435,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/7/2021,obsr1887051,EBIRD,P22,Traveling,S82931698,North Carolina,US-NC,8:48:00,,,2021,S82931698
1,,29,United States,US,Wake,US-NC-183,114,0,1.971,,,17:24.0,35.772629,"Dorothea Dix Park, Raleigh US-NC 35.77263, -78.66398",L14089552,P,-78.663977,3,0,Raleigh West SE,0,0,EBD Upload,,16,3/20/2021,obsr1448158,EBIRD,P22,Traveling,S83721830,North Carolina,US-NC,8:13:00,,,2021,S83721830
1,,29,United States,US,Wake,US-NC-183,114,0,7.137,,,28:47.1,35.7861221,North Carolina State University Campus,L6172792,H,-78.6714435,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/8/2021,obsr282948,EBIRD,P22,Traveling,S83044778,North Carolina,US-NC,16:33:00,,,2021,S83044778
1,,29,United States,US,Wake,US-NC-183,27,0,0,,,30:31.9,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/29/2021,obsr558431,EBIRD,P21,Stationary,S84555835,North Carolina,US-NC,15:47:00,,,2021,S84555835
1,,29,United States,US,Wake,US-NC-183,30,0,0,,,20:32.3,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/24/2021,obsr558431,EBIRD,P21,Stationary,S84111610,North Carolina,US-NC,16:05:00,,,2021,S84111610
1,,29,United States,US,Wake,US-NC-183,22,0,0,,,54:04.3,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/22/2021,obsr558431,EBIRD,P21,Stationary,S83914406,North Carolina,US-NC,16:21:00,,,2021,S83914406
1,35078G6SE,29,United States,US,Wake,US-NC-183,29,0,1.615,,,36:32.8,35.7667941,Lake Raleigh,L876033,H,-78.6778808,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/25/2021,obsr222393,EBIRD_ATL_NC,P22,Traveling,S84079474,North Carolina,US-NC,15:06:00,,,2021,S84079474
1,,29,United States,US,Wake,US-NC-183,23,0,0,,,20:16.5,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/23/2021,obsr558431,EBIRD,P21,Stationary,S84111605,North Carolina,US-NC,15:57:00,,,2021,S84111605
1,,29,United States,US,Wake,US-NC-183,12,0,0,,,44:10.7,35.787404,"528 Elm St, Raleigh US-NC 35.78740, -78.63010",L13915050,P,-78.630103,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/4/2021,obsr1238951,EBIRD,P21,Stationary,S82748837,North Carolina,US-NC,14:31:00,,,2021,S82748837
1,,29,United States,US,Wake,US-NC-183,25,0,0,,,03:31.3,35.7735815,Sams Backyard,L4321898,P,-78.6527649,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/3/2021,obsr408219,EBIRD,P21,Stationary,S82672683,North Carolina,US-NC,8:37:00,,,2021,S82672683
1,,29,United States,US,Wake,US-NC-183,46,0,1.593,,,36:36.6,35.7596482,Walnut Creek Trail--Wetland Center,L2393358,H,-78.6259881,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/24/2021,obsr987097,EBIRD,P22,Traveling,S84033285,North Carolina,US-NC,17:20:00,,,2021,S84033285
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,58:19.8,35.7880683,Edna Metz Wells Park,L1435480,H,-78.6551607,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/29/2021,obsr1826657,EBIRD,P20,Incidental,S84353451,North Carolina,US-NC,15:57:00,,,2021,S84353451
1,,29,United States,US,Wake,US-NC-183,32,0,0,,,37:37.0,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/6/2021,obsr558431,EBIRD,P21,Stationary,S82847071,North Carolina,US-NC,7:54:00,,,2021,S82847071
1,,29,United States,US,Wake,US-NC-183,21,0,0.257,,,33:01.2,35.7869781,"Brown Park, Raleigh, North Carolina, US (35.787, -78.656)",L14124125,P,-78.6557774,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/22/2021,obsr918650,EBIRD,P22,Traveling,S83897292,North Carolina,US-NC,13:53:00,,,2021,S83897292
1,,29,United States,US,Wake,US-NC-183,107,0,0,,,09:33.7,35.7871126,"Park Drive, Raleigh, North Carolina, US",L13091163,P,-78.6538952,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/1/2021,obsr918650,EBIRD,P21,Stationary,S82590844,North Carolina,US-NC,14:21:00,,,2021,S82590844
1,,29,United States,US,Wake,US-NC-183,32,0,0,,,45:38.4,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/1/2021,obsr558431,EBIRD,P21,Stationary,S82589532,North Carolina,US-NC,14:53:00,,,2021,S82589532
1,,29,United States,US,Wake,US-NC-183,22,0,0,,,23:12.0,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/15/2021,obsr558431,EBIRD,P21,Stationary,S83678483,North Carolina,US-NC,15:44:00,,,2021,S83678483
1,35078G6SE,29,United States,US,Wake,US-NC-183,59,0,2.506,,,59:29.1,35.7667941,Lake Raleigh,L876033,H,-78.6778808,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/25/2021,obsr222393,EBIRD_ATL_NC,P22,Traveling,S84077429,North Carolina,US-NC,13:59:00,,,2021,S84077429
1,,29,United States,US,Wake,US-NC-183,27,0,1.223,,,21:17.0,35.7596482,Walnut Creek Trail--Wetland Center,L2393358,H,-78.6259881,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/28/2021,obsr1207962,EBIRD,P22,Traveling,S84276674,North Carolina,US-NC,12:53:00,,,2021,S84276674
1,,29,United States,US,Wake,US-NC-183,5,0,0.439,,,16:06.5,35.7861221,North Carolina State University Campus,L6172792,H,-78.6714435,3,0,Raleigh West SE,0,0,EBD Upload,,2,3/12/2021,obsr282948,EBIRD,P22,Traveling,S83256008,North Carolina,US-NC,8:54:00,,,2021,S83256008
1,,29,United States,US,Wake,US-NC-183,37,0,0,,,37:51.2,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/2/2021,obsr558431,EBIRD,P21,Stationary,S82847084,North Carolina,US-NC,16:13:00,,,2021,S82847084
1,,29,United States,US,Wake,US-NC-183,7,0,0.164,,,49:35.8,35.7861221,North Carolina State University Campus,L6172792,H,-78.6714435,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/21/2021,obsr1881000,EBIRD,P22,Traveling,S83808014,North Carolina,US-NC,11:41:00,,,2021,S83808014
1,,29,United States,US,Wake,US-NC-183,1,0,0,,,23:42.7,35.7711076,"118 East South Street, Raleigh, North Carolina, US (35.771, -78.638)",L8496855,P,-78.6380767,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/30/2021,obsr1207962,EBIRD,P21,Stationary,S84384197,North Carolina,US-NC,7:21:00,,,2021,S84384197
1,,29,United States,US,Wake,US-NC-183,1,0,0,,,05:15.6,35.7711076,"118 East South Street, Raleigh, North Carolina, US (35.771, -78.638)",L8496855,P,-78.6380767,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/25/2021,obsr1207962,EBIRD,P21,Stationary,S84070265,North Carolina,US-NC,13:03:00,,,2021,S84070265
1,,29,United States,US,Wake,US-NC-183,34,0,0,,,48:10.0,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/10/2021,obsr558431,EBIRD,P21,Stationary,S83158006,North Carolina,US-NC,16:55:00,,,2021,S83158006
1,,29,United States,US,Wake,US-NC-183,37,0,0,,,53:21.0,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/13/2021,obsr558431,EBIRD,P21,Stationary,S83333221,North Carolina,US-NC,14:54:00,,,2021,S83333221
1,,29,United States,US,Wake,US-NC-183,30,0,0,,,55:38.4,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/12/2021,obsr558431,EBIRD,P21,Stationary,S83420683,North Carolina,US-NC,15:30:00,,,2021,S83420683
1,,29,United States,US,Wake,US-NC-183,24,0,0,,,23:51.3,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/18/2021,obsr558431,EBIRD,P21,Stationary,S83678528,North Carolina,US-NC,16:15:00,,,2021,S83678528
1,,29,United States,US,Wake,US-NC-183,46,0,1.738,,,30:04.8,35.7681509,"2298 Main Campus Drive, Raleigh, North Carolina, US (35.768, -78.678)",L14215370,P,-78.6775722,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/30/2021,obsr1278078,EBIRD,P22,Traveling,S84393536,North Carolina,US-NC,9:42:00,,,2021,S84393536
1,,29,United States,US,Wake,US-NC-183,33,0,0,,,32:04.6,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/8/2021,obsr558431,EBIRD,P21,Stationary,S83039033,North Carolina,US-NC,16:14:00,,,2021,S83039033
1,,29,United States,US,Wake,US-NC-183,23,0,0,,,20:58.6,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/21/2021,obsr558431,EBIRD,P21,Stationary,S83903871,North Carolina,US-NC,16:42:00,,,2021,S83903871
1,,29,United States,US,Wake,US-NC-183,17,0,0,,,31:14.8,35.750524,My Backyard,L6729139,P,-78.627133,3,0,Raleigh West SE,0,0,EBD Upload,,1,3/27/2021,obsr558431,EBIRD,P21,Stationary,S84555886,North Carolina,US-NC,16:54:00,,,2021,S84555886
